date,rooms_available,rooms_occupied,occupancy_rate,adr,revpar,room_revenue,bookings_made,cancellations
2025-10-29,74,40,0.5405,239.77,129.61,9590.8,25,2
2025-10-30,74,44,0.5946,234.36,139.35,10311.84,13,2
2025-10-31,74,58,0.7838,251.74,197.31,14600.92,22,1
2025-11-01,74,63,0.8514,259.54,220.96,16351.02,18,2
2025-11-02,74,59,0.7973,249.21,198.69,14703.39,21,1
2025-11-03,74,44,0.5946,245.83,146.17,10816.52,15,1
2025-11-04,74,33,0.4459,245.06,109.28,8086.98,22,5
2025-11-05,74,28,0.3784,236.84,89.62,6631.52,21,3
2025-11-06,74,28,0.3784,232.45,87.95,6508.6,17,3
2025-11-07,74,48,0.6486,247.93,160.82,11900.64,22,2
2025-11-08,74,51,0.6892,250.62,172.72,12781.62,13,1
2025-11-09,74,41,0.5541,246.84,136.76,10120.44,20,2
2025-11-10,74,47,0.6351,238.12,151.24,11191.64,14,0
2025-11-11,74,37,0.5,229.74,114.87,8500.38,18,0
2025-11-12,74,35,0.473,219.1,103.63,7668.5,18,1
2025-11-13,74,40,0.5405,221.53,119.75,8861.2,14,1
2025-11-14,74,47,0.6351,234.68,149.05,11029.96,14,1
2025-11-15,74,62,0.8378,235.35,197.19,14591.7,20,2
2025-11-16,74,52,0.7027,226.74,159.33,11790.48,20,2
2025-11-17,74,42,0.5676,223.1,126.62,9370.2,26,6
2025-11-18,74,32,0.4324,202.79,87.69,6489.28,13,2
2025-11-19,74,33,0.4459,197.64,88.14,6522.12,20,1
2025-11-20,74,37,0.5,200.63,100.32,7423.31,14,2
2025-11-21,74,50,0.6757,220.14,148.74,11007.0,20,2
2025-11-22,74,47,0.6351,227.72,144.63,10702.84,15,0
2025-11-23,74,39,0.527,222.88,117.46,8692.32,19,4
2025-11-24,74,41,0.5541,210.88,116.84,8646.08,13,0
2025-11-25,74,30,0.4054,205.47,83.3,6164.1,19,1
2025-11-26,74,38,0.5135,193.61,99.42,7357.18,18,1
2025-11-27,74,48,0.6486,189.05,122.63,9074.4,13,3
2025-11-28,74,61,0.8243,202.34,166.79,12342.74,13,2
2025-11-29,74,66,0.8919,208.42,185.89,13755.72,14,1
2025-11-30,74,48,0.6486,199.4,129.34,9571.2,20,0
2025-12-01,74,30,0.4054,202.92,82.26,6087.6,20,3
2025-12-02,74,21,0.2838,191.06,54.22,4012.26,13,2
2025-12-03,74,29,0.3919,181.1,70.97,5251.9,19,2
2025-12-04,74,25,0.3378,184.14,62.21,4603.5,20,5
2025-12-05,74,31,0.4189,195.9,82.07,6072.9,11,1
2025-12-06,74,34,0.4595,204.32,93.88,6946.88,11,0
2025-12-07,74,29,0.3919,192.27,75.35,5575.83,13,2
2025-12-08,74,20,0.2703,192.92,52.14,3858.4,26,2
2025-12-09,74,21,0.2838,179.57,50.96,3770.97,23,3
2025-12-10,74,24,0.3243,176.53,57.25,4236.72,17,5
2025-12-11,74,29,0.3919,182.44,71.5,5290.76,19,3
2025-12-12,74,39,0.527,186.84,98.47,7286.76,14,3
2025-12-13,74,51,0.6892,190.63,131.38,9722.13,7,3
2025-12-14,74,30,0.4054,185.28,75.11,5558.4,20,3
2025-12-15,74,29,0.3919,174.7,68.46,5066.3,12,3
2025-12-16,74,31,0.4189,174.15,72.95,5398.65,21,1
2025-12-17,74,28,0.3784,169.36,64.08,4742.08,11,2
2025-12-18,74,34,0.4595,172.11,79.08,5851.74,9,0
2025-12-19,74,45,0.6081,181.54,110.4,8169.3,10,1
2025-12-20,74,43,0.5811,183.97,106.9,7910.71,18,2
2025-12-21,74,37,0.5,173.88,86.94,6433.56,18,1
2025-12-22,74,28,0.3784,177.59,67.2,4972.52,14,1
2025-12-23,74,26,0.3514,175.41,61.63,4560.66,12,0
2025-12-24,74,23,0.3108,168.5,52.37,3875.5,19,1
2025-12-25,74,27,0.3649,163.49,59.65,4414.23,23,4
2025-12-26,74,48,0.6486,180.8,117.28,8678.4,16,1
2025-12-27,74,58,0.7838,185.02,145.02,10731.16,19,2
2025-12-28,74,45,0.6081,177.84,108.15,8002.8,13,1
2025-12-29,74,49,0.6622,168.27,111.42,8245.23,20,5
2025-12-30,74,25,0.3378,166.21,56.15,4155.25,12,0
2025-12-31,74,25,0.3378,162.89,55.03,4072.25,14,3
2026-01-01,74,27,0.3649,156.26,57.01,4219.02,13,0
2026-01-02,74,38,0.5135,174.55,89.63,6632.9,17,1
2026-01-03,74,43,0.5811,176.54,102.58,7591.22,11,3
2026-01-04,74,38,0.5135,169.26,86.92,6431.88,14,1
2026-01-05,74,30,0.4054,163.88,66.44,4916.4,23,2
2026-01-06,74,18,0.2432,158.93,38.66,2860.74,12,0
2026-01-07,74,15,0.2027,159.64,32.36,2394.6,19,3
2026-01-08,74,21,0.2838,159.38,45.23,3346.98,11,2
2026-01-09,74,29,0.3919,174.15,68.25,5050.35,19,2
2026-01-10,74,28,0.3784,176.74,66.87,4948.72,9,0
2026-01-11,74,25,0.3378,167.44,56.57,4186.0,10,0
2026-01-12,74,23,0.3108,158.6,49.29,3647.8,13,2
2026-01-13,74,25,0.3378,158.72,53.62,3968.0,22,3
2026-01-14,74,18,0.2432,160.19,38.97,2883.42,23,2
2026-01-15,74,19,0.2568,156.35,40.14,2970.65,15,0
2026-01-16,74,27,0.3649,165.14,60.25,4458.78,13,2
2026-01-17,74,40,0.5405,172.39,93.18,6895.6,11,0
2026-01-18,74,32,0.4324,174.16,75.31,5573.12,16,1
2026-01-19,74,33,0.4459,166.73,74.35,5502.09,14,4
2026-01-20,74,20,0.2703,164.86,44.56,3297.2,17,2
2026-01-21,74,19,0.2568,156.5,40.18,2973.5,15,1
2026-01-22,74,21,0.2838,156.91,44.53,3295.11,11,1
2026-01-23,74,37,0.5,171.77,85.88,6355.49,13,0
2026-01-24,74,43,0.5811,177.56,103.18,7635.08,21,2
2026-01-25,74,35,0.473,175.07,82.8,6127.45,15,5
2026-01-26,74,31,0.4189,171.25,71.74,5308.75,14,2
2026-01-27,74,25,0.3378,169.63,57.31,4240.75,24,1
2026-01-28,74,22,0.2973,172.65,51.33,3798.3,20,2
2026-01-29,74,28,0.3784,166.84,63.13,4671.52,24,5
2026-01-30,74,36,0.4865,172.26,83.8,6201.36,18,1
2026-01-31,74,37,0.5,176.33,88.16,6524.21,12,1
2026-02-01,74,33,0.4459,167.67,74.77,5533.11,20,2
2026-02-02,74,33,0.4459,168.93,75.33,5574.69,22,2
2026-02-03,74,20,0.2703,164.64,44.5,3292.8,19,3
2026-02-04,74,16,0.2162,158.04,34.17,2528.64,16,3
2026-02-05,74,22,0.2973,170.41,50.66,3749.02,27,8
2026-02-06,74,23,0.3108,181.69,56.47,4178.87,16,2
2026-02-07,74,34,0.4595,195.71,89.92,6654.14,19,3
2026-02-08,74,29,0.3919,186.34,73.03,5403.86,13,0
2026-02-09,74,30,0.4054,181.78,73.69,5453.4,21,5
2026-02-10,74,29,0.3919,182.83,71.65,5302.07,25,2
2026-02-11,74,33,0.4459,184.14,82.12,6076.62,24,5
2026-02-12,74,35,0.473,183.47,86.78,6421.45,17,6
2026-02-13,74,43,0.5811,190.16,110.5,8176.88,23,0
2026-02-14,74,53,0.7162,199.09,142.59,10551.77,24,2
2026-02-15,74,40,0.5405,191.93,103.75,7677.2,22,2
2026-02-16,74,35,0.473,181.48,85.84,6351.8,20,1
2026-02-17,74,39,0.527,180.27,95.01,7030.53,24,2
2026-02-18,74,31,0.4189,176.27,73.84,5464.37,22,6
2026-02-19,74,37,0.5,185.83,92.92,6875.71,21,2
2026-02-20,74,49,0.6622,203.13,134.51,9953.37,23,3
2026-02-21,74,46,0.6216,204.21,126.94,9393.66,32,3
2026-02-22,74,45,0.6081,199.89,121.55,8995.05,18,4
2026-02-23,74,37,0.5,197.16,98.58,7294.92,20,3
2026-02-24,74,35,0.473,192.17,90.89,6725.95,20,3
2026-02-25,74,30,0.4054,192.64,78.1,5779.2,18,3
2026-02-26,74,27,0.3649,192.79,70.34,5205.33,27,2
2026-02-27,74,43,0.5811,208.66,121.25,8972.38,23,1
2026-02-28,74,45,0.6081,213.42,129.78,9603.9,28,4
2026-03-01,74,42,0.5676,208.65,118.42,8763.3,28,5
2026-03-02,74,36,0.4865,206.21,100.32,7423.56,28,2
2026-03-03,74,23,0.3108,203.76,63.33,4686.48,32,2
2026-03-04,74,22,0.2973,204.57,60.82,4500.54,26,5
2026-03-05,74,23,0.3108,220.5,68.53,5071.5,28,5
2026-03-06,74,40,0.5405,228.4,123.46,9136.0,25,5
2026-03-07,74,37,0.5,235.29,117.64,8705.73,21,1
2026-03-08,74,42,0.5676,219.0,124.3,9198.0,22,2
2026-03-09,74,40,0.5405,218.67,118.2,8746.8,31,1
2026-03-10,74,40,0.5405,218.33,118.02,8733.2,27,3
2026-03-11,74,29,0.3919,216.11,84.69,6267.19,29,5
2026-03-12,74,30,0.4054,218.65,88.64,6559.5,31,3
2026-03-13,74,43,0.5811,235.54,136.87,10128.22,37,8
2026-03-14,74,72,0.973,242.77,236.21,17479.44,31,8
2026-03-15,74,53,0.7162,238.55,170.85,12643.15,42,4
2026-03-16,74,40,0.5405,234.44,126.72,9377.6,21,1
2026-03-17,74,26,0.3514,231.88,81.47,6028.88,26,5
2026-03-18,74,20,0.2703,223.05,60.28,4461.0,39,7
2026-03-19,74,31,0.4189,231.88,97.14,7188.28,27,6
2026-03-20,74,43,0.5811,246.43,143.2,10596.49,29,3
2026-03-21,74,59,0.7973,252.2,201.08,14879.8,30,5
2026-03-22,74,52,0.7027,242.26,170.24,12597.52,30,3
2026-03-23,74,52,0.7027,238.41,167.53,12397.32,27,2
2026-03-24,74,52,0.7027,236.89,166.46,12318.28,30,2
2026-03-25,74,39,0.527,239.09,126.01,9324.51,31,4
2026-03-26,74,45,0.6081,231.93,141.04,10436.85,42,5
2026-03-27,74,62,0.8378,258.63,216.69,16035.06,37,4
2026-03-28,74,72,0.973,262.86,255.76,18925.92,32,6
2026-03-29,74,49,0.6622,258.04,170.86,12643.96,32,6
2026-03-30,74,41,0.5541,248.41,137.63,10184.81,30,2
2026-03-31,74,31,0.4189,245.26,102.74,7603.06,27,3
2026-04-01,74,30,0.4054,241.37,97.85,7241.1,27,1
2026-04-02,74,36,0.4865,246.86,120.09,8886.96,30,2
2026-04-03,74,44,0.5946,264.77,157.43,11649.88,40,3
2026-04-04,74,55,0.7432,269.18,200.07,14804.9,36,3
2026-04-05,74,58,0.7838,260.48,204.16,15107.84,36,2
2026-04-06,74,58,0.7838,253.94,199.03,14728.52,49,6
2026-04-07,74,35,0.473,250.96,118.7,8783.6,22,2
2026-04-08,74,34,0.4595,250.15,114.93,8505.1,33,3
2026-04-09,74,45,0.6081,255.05,155.1,11477.25,36,8
2026-04-10,74,68,0.9189,272.4,250.31,18523.2,50,11
2026-04-11,74,70,0.9459,279.51,264.4,19565.7,40,3
2026-04-12,74,53,0.7162,268.47,192.28,14228.91,43,4
2026-04-13,74,49,0.6622,264.61,175.21,12965.89,31,2
2026-04-14,74,46,0.6216,257.73,160.21,11855.58,32,4
2026-04-15,74,46,0.6216,255.27,158.68,11742.42,37,6
2026-04-16,74,53,0.7162,259.9,186.14,13774.7,48,14
2026-04-17,74,71,0.9595,286.75,275.12,20359.25,28,6
2026-04-18,74,74,1.0,294.77,294.77,21812.98,49,6
2026-04-19,74,74,1.0,293.68,293.68,21732.32,35,5
2026-04-20,74,61,0.8243,290.44,239.42,17716.84,34,1
2026-04-21,74,46,0.6216,279.09,173.49,12838.14,42,3
2026-04-22,74,40,0.5405,268.32,145.04,10732.8,36,0
2026-04-23,74,49,0.6622,273.33,180.99,13393.17,29,3
2026-04-24,74,64,0.8649,292.11,252.64,18695.04,33,2
2026-04-25,74,72,0.973,301.04,292.9,21674.88,34,5
2026-04-26,74,67,0.9054,289.03,261.69,19365.01,27,4
2026-04-27,74,48,0.6486,285.19,184.99,13689.12,36,7
2026-04-28,74,41,0.5541,281.83,156.15,11555.03,35,1
2026-04-29,74,43,0.5811,277.04,160.98,11912.72,27,4
2026-04-30,74,57,0.7703,276.96,213.33,15786.72,34,8
2026-05-01,74,63,0.8514,300.04,255.44,18902.52,32,0
2026-05-02,74,69,0.9324,305.11,284.49,21052.59,32,1
2026-05-03,74,60,0.8108,302.58,245.34,18154.8,32,5
2026-05-04,74,65,0.8784,296.35,260.31,19262.75,23,3
2026-05-05,74,40,0.5405,291.36,157.49,11654.4,26,3
2026-05-06,74,40,0.5405,288.47,155.93,11538.8,27,6
2026-05-07,74,51,0.6892,285.37,196.67,14553.87,41,3
2026-05-08,74,67,0.9054,304.95,276.1,20431.65,43,2
2026-05-09,74,74,1.0,315.09,315.09,23316.66,33,4
2026-05-10,74,74,1.0,300.39,300.39,22228.86,30,5
2026-05-11,74,64,0.8649,294.17,254.42,18826.88,30,1
2026-05-12,74,57,0.7703,291.02,224.16,16588.14,30,2
2026-05-13,74,59,0.7973,290.96,231.98,17166.64,42,7
2026-05-14,74,63,0.8514,292.36,248.9,18418.68,36,4
2026-05-15,74,74,1.0,310.55,310.55,22980.7,31,2
2026-05-16,74,74,1.0,320.9,320.9,23746.6,37,5
2026-05-17,74,67,0.9054,309.93,280.61,20765.31,33,5
2026-05-18,74,45,0.6081,300.87,182.96,13539.15,46,10
2026-05-19,74,37,0.5,296.9,148.45,10985.3,42,12
2026-05-20,74,40,0.5405,293.15,158.46,11726.0,38,4
2026-05-21,74,50,0.6757,295.66,199.77,14783.0,33,3
2026-05-22,74,74,1.0,319.93,319.93,23674.82,44,5
2026-05-23,74,74,1.0,325.64,325.64,24097.36,29,8
2026-05-24,74,74,1.0,318.33,318.33,23556.42,27,2
2026-05-25,74,74,1.0,308.74,308.74,22846.76,45,4
2026-05-26,74,63,0.8514,305.68,260.24,19257.84,42,9
2026-05-27,74,65,0.8784,299.99,263.5,19499.35,31,1
2026-05-28,74,58,0.7838,297.52,233.19,17256.16,31,4
2026-05-29,74,70,0.9459,322.07,304.66,22544.9,26,3
2026-05-30,74,74,1.0,329.18,329.18,24359.32,32,3
2026-05-31,74,71,0.9595,320.25,307.27,22737.75,42,6
2026-06-01,74,54,0.7297,314.11,229.22,16961.94,34,2
2026-06-02,74,50,0.6757,310.44,209.76,15522.0,42,5
2026-06-03,74,37,0.5,305.08,152.54,11287.96,42,7
2026-06-04,74,41,0.5541,303.53,168.17,12444.73,39,2
2026-06-05,74,63,0.8514,329.72,280.71,20772.36,43,9
2026-06-06,74,71,0.9595,332.62,319.14,23616.02,32,2
2026-06-07,74,65,0.8784,321.24,282.17,20880.6,35,7
2026-06-08,74,60,0.8108,313.21,253.95,18792.6,31,4
2026-06-09,74,54,0.7297,308.9,225.41,16680.6,31,2
2026-06-10,74,48,0.6486,311.22,201.87,14938.56,47,5
2026-06-11,74,66,0.8919,311.49,277.82,20558.34,34,4
2026-06-12,74,74,1.0,328.68,328.68,24322.32,37,3
2026-06-13,74,74,1.0,339.77,339.77,25142.98,22,2
2026-06-14,74,74,1.0,331.69,331.69,24545.06,42,2
2026-06-15,74,66,0.8919,327.7,292.27,21628.2,27,3
2026-06-16,74,49,0.6622,317.94,210.53,15579.06,35,2
2026-06-17,74,50,0.6757,307.04,207.46,15352.0,34,6
2026-06-18,74,43,0.5811,309.39,179.78,13303.77,34,4
2026-06-19,74,69,0.9324,328.34,306.15,22655.46,44,5
2026-06-20,74,74,1.0,337.07,337.07,24943.18,29,3
2026-06-21,74,74,1.0,326.23,326.23,24141.02,36,8
2026-06-22,74,68,0.9189,322.61,296.45,21937.48,36,6
2026-06-23,74,56,0.7568,319.37,241.69,17884.72,28,4
2026-06-24,74,40,0.5405,311.34,168.29,12453.6,29,4
2026-06-25,74,46,0.6216,308.43,191.73,14187.78,27,3
2026-06-26,74,73,0.9865,338.27,333.7,24693.71,32,3
2026-06-27,74,74,1.0,344.1,344.1,25463.4,41,2
2026-06-28,74,64,0.8649,335.0,289.73,21440.0,42,4
2026-06-29,74,62,0.8378,326.56,273.6,20246.72,32,4
2026-06-30,74,55,0.7432,315.98,234.85,17378.9,23,4
2026-07-01,74,56,0.7568,314.28,237.83,17599.68,31,3
2026-07-02,74,74,1.0,309.29,309.29,22887.46,32,4
2026-07-03,74,74,1.0,330.92,330.92,24488.08,37,5
2026-07-04,74,74,1.0,343.87,343.87,25446.38,33,3
2026-07-05,74,74,1.0,334.87,334.87,24780.38,24,3
2026-07-06,74,74,1.0,326.77,326.77,24180.98,33,0
2026-07-07,74,66,0.8919,322.38,287.53,21277.08,28,3
2026-07-08,74,49,0.6622,310.99,205.93,15238.51,36,4
2026-07-09,74,55,0.7432,311.12,231.24,17111.6,18,3
2026-07-10,74,74,1.0,334.33,334.33,24740.42,35,4
2026-07-11,74,74,1.0,345.29,345.29,25551.46,27,3
2026-07-12,74,74,1.0,330.32,330.32,24443.68,21,1
2026-07-13,74,72,0.973,327.55,318.7,23583.6,22,2
2026-07-14,74,57,0.7703,323.3,249.03,18428.1,29,4
2026-07-15,74,48,0.6486,314.82,204.21,15111.36,28,2
2026-07-16,74,53,0.7162,318.82,228.34,16897.46,28,2
2026-07-17,74,74,1.0,345.24,345.24,25547.76,25,5
2026-07-18,74,74,1.0,353.45,353.45,26155.3,32,5
2026-07-19,74,74,1.0,341.34,341.34,25259.16,20,1
2026-07-20,74,74,1.0,333.2,333.2,24656.8,31,2
2026-07-21,74,64,0.8649,324.0,280.22,20736.0,27,4
2026-07-22,74,55,0.7432,311.91,231.82,17155.05,28,2
2026-07-23,74,56,0.7568,321.16,243.04,17984.96,22,8
2026-07-24,74,74,1.0,347.1,347.1,25685.4,27,4
2026-07-25,74,74,1.0,347.64,347.64,25725.36,37,3
2026-07-26,74,74,1.0,337.52,337.52,24976.48,25,4
2026-07-27,74,68,0.9189,328.71,302.06,22352.28,41,6
2026-07-28,74,53,0.7162,319.78,229.03,16948.34,28,4
2026-07-29,74,51,0.6892,317.42,218.76,16188.42,19,2
2026-07-30,74,58,0.7838,318.81,249.88,18490.98,21,3
2026-07-31,74,74,1.0,342.76,342.76,25364.24,24,4
2026-08-01,74,74,1.0,351.39,351.39,26002.86,22,3
2026-08-02,74,67,0.9054,341.22,308.94,22861.74,33,7
2026-08-03,74,69,0.9324,326.9,304.81,22556.1,29,2
2026-08-04,74,57,0.7703,314.46,242.22,17924.22,26,1
2026-08-05,74,48,0.6486,314.94,204.29,15117.12,33,0
2026-08-06,74,56,0.7568,317.55,240.31,17782.8,23,2
2026-08-07,74,73,0.9865,337.23,332.67,24617.79,25,3
2026-08-08,74,74,1.0,347.18,347.18,25691.32,32,2
2026-08-09,74,70,0.9459,337.32,319.09,23612.4,28,5
2026-08-10,74,71,0.9595,328.6,315.28,23330.6,21,5
2026-08-11,74,66,0.8919,322.71,287.82,21298.86,26,2
2026-08-12,74,56,0.7568,318.64,241.13,17843.84,26,1
2026-08-13,74,60,0.8108,321.52,260.69,19291.2,19,3
2026-08-14,74,74,1.0,338.82,338.82,25072.68,27,0
2026-08-15,74,74,1.0,346.55,346.55,25644.7,26,3
2026-08-16,74,69,0.9324,341.5,318.43,23563.5,24,1
2026-08-17,74,74,1.0,331.53,331.53,24533.22,27,1
2026-08-18,74,50,0.6757,317.59,214.59,15879.5,23,6
2026-08-19,74,42,0.5676,317.24,180.06,13324.08,31,2
2026-08-20,74,53,0.7162,322.06,230.66,17069.18,28,5
2026-08-21,74,74,1.0,335.73,335.73,24844.02,23,1
2026-08-22,74,74,1.0,341.01,341.01,25234.74,14,0
2026-08-23,74,71,0.9595,338.28,324.57,24017.88,29,2
2026-08-24,74,70,0.9459,327.81,310.09,22946.7,35,3
2026-08-25,74,64,0.8649,324.29,280.47,20754.56,29,5
2026-08-26,74,58,0.7838,319.58,250.48,18535.64,22,1
2026-08-27,74,65,0.8784,310.01,272.31,20150.65,33,4
2026-08-28,74,74,1.0,336.86,336.86,24927.64,25,3
2026-08-29,74,74,1.0,342.0,342.0,25308.0,31,3
2026-08-30,74,74,1.0,337.55,337.55,24978.7,39,4
2026-08-31,74,71,0.9595,330.42,317.02,23459.82,25,1
