date,campaign_id,spend,impressions,clicks,sessions,bookings,revenue
2026-01-25,11,233.96,3854,212,192,0,0.0
2026-01-26,11,310.98,5127,282,237,0,0.0
2026-01-27,11,264.01,4363,240,200,2,649.63
2026-01-28,11,230.09,3800,209,176,1,386.72
2026-01-29,11,256.78,4236,233,208,0,0.0
2026-01-30,11,213.3,3509,193,179,1,583.44
2026-01-31,11,261.36,4309,237,207,0,0.0
2026-02-01,11,240.69,3963,218,195,1,447.0
2026-02-02,11,156.85,2581,142,120,1,468.38
2026-02-03,11,213.87,3527,194,181,0,0.0
2026-02-04,11,275.12,4545,250,232,0,0.0
2026-02-05,11,234.28,3854,212,199,3,1136.11
2026-02-06,11,201.76,3327,183,150,3,1461.25
2026-02-07,11,279.63,4618,254,219,0,0.0
2026-02-08,11,267.43,4418,243,221,1,1389.68
2026-02-09,11,252.14,4163,229,211,0,0.0
2026-02-10,11,273.47,4509,248,213,1,189.36
2026-02-11,11,147.42,2436,134,111,0,0.0
2026-02-12,11,206.1,3400,187,174,0,0.0
2026-02-13,11,245.68,4054,223,187,1,376.7
2026-02-14,11,263.74,4345,239,215,0,0.0
2026-02-15,11,227.84,3763,207,173,0,0.0
2026-02-16,11,196.43,3236,178,151,0,0.0
2026-02-17,11,202.76,3345,184,163,1,219.07
2026-02-18,11,241.17,3981,219,179,0,0.0
2026-02-19,11,178.42,2945,162,137,0,0.0
2026-02-20,11,200.6,3309,182,161,0,0.0
2026-02-21,11,233.3,3854,212,174,0,0.0
2026-02-22,11,239.99,3963,218,182,1,540.48
2026-02-23,11,243.96,4018,221,183,0,0.0
2026-02-24,11,187.08,3090,170,143,0,0.0
2026-02-25,11,251.27,4145,228,209,0,0.0
2026-02-26,11,220.11,3636,200,186,0,0.0
2026-02-27,11,224.97,3709,204,185,0,0.0
2026-03-02,12,377.95,4714,198,180,1,259.31
2026-03-03,12,386.36,4833,203,182,4,2729.66
2026-03-04,12,320.25,3999,168,141,1,293.77
2026-03-05,12,404.54,5047,212,179,2,506.53
2026-03-06,12,387.94,4857,204,176,1,216.85
2026-03-07,12,404.83,5071,213,192,3,690.32
2026-03-08,12,355.9,4452,187,171,3,1244.08
2026-03-09,12,444.29,5547,233,209,2,515.36
2026-03-10,12,449.49,5619,236,219,2,856.56
2026-03-11,12,362.42,4523,190,163,2,472.77
2026-03-12,12,551.46,6904,290,269,1,304.11
2026-03-13,12,364.32,4547,191,178,2,1406.31
2026-03-14,12,317.51,3976,167,142,1,285.89
2026-03-15,12,317.0,3952,166,150,2,2728.11
2026-03-16,12,356.71,4452,187,159,3,2453.42
2026-03-17,12,375.9,4690,197,162,1,307.38
2026-03-18,12,362.42,4523,190,172,1,264.44
2026-03-19,12,239.35,2976,125,109,2,679.35
2026-03-20,12,394.65,4928,207,192,3,2591.58
2026-03-21,12,376.32,4714,198,167,2,846.38
2026-03-22,12,294.42,3666,154,129,2,512.19
2026-03-23,12,361.73,4523,190,155,1,553.98
2026-03-24,12,323.89,4047,170,158,3,1648.07
2026-03-25,12,335.98,4190,176,151,3,1395.59
2026-03-26,12,298.36,3738,157,132,4,1611.47
2026-03-27,12,385.09,4809,202,174,1,583.78
2026-03-28,12,404.25,5047,212,185,1,664.52
2026-03-29,12,337.76,4214,177,150,1,581.68
2026-03-30,12,471.84,5904,248,225,4,2214.78
2026-03-31,12,350.61,4380,184,156,0,0.0
2026-04-01,12,450.59,5642,237,220,2,1186.3
2026-04-02,12,251.96,3142,132,114,0,0.0
2026-04-03,12,341.74,4261,179,167,1,625.98
2026-04-04,12,368.98,4619,194,161,1,1187.2
2026-04-05,12,324.84,4047,170,149,1,2193.66
2026-04-06,12,211.86,2642,111,102,2,2859.01
2026-04-07,12,465.36,5809,244,217,0,0.0
2026-04-08,12,447.47,5595,235,216,1,832.74
2026-04-09,12,424.44,5309,223,208,3,1515.46
2026-04-10,12,284.42,3547,149,132,0,0.0
2026-04-11,12,389.05,4857,204,191,1,1267.3
2026-04-12,12,458.41,5738,241,210,1,317.33
2026-04-13,12,365.6,4571,192,158,1,318.89
2026-04-14,12,362.9,4547,191,161,0,0.0
2026-04-15,12,301.02,3761,158,144,0,0.0
2026-04-16,12,298.24,3714,156,137,1,300.8
2026-04-17,12,369.59,4619,194,165,0,0.0
2026-04-18,12,501.63,6285,264,230,0,0.0
2026-04-19,12,437.95,5476,230,211,0,0.0
2026-05-11,13,174.06,28727,316,260,3,2568.49
2026-05-12,13,329.39,54363,598,497,2,1297.41
2026-05-13,13,266.04,43909,483,400,4,1310.51
2026-05-14,13,248.01,40909,450,407,0,0.0
2026-05-15,13,185.19,30545,336,305,1,1031.46
2026-05-16,13,249.16,41181,453,385,2,641.05
2026-05-17,13,264.43,43636,480,412,1,325.01
2026-05-18,13,340.48,56272,619,548,2,994.09
2026-05-19,13,296.48,49000,539,465,1,299.69
2026-05-20,13,237.09,39181,431,356,3,3107.6
2026-05-21,13,290.53,48000,528,443,1,311.57
2026-05-22,13,293.21,48454,533,476,2,1670.16
2026-05-23,13,172.24,28454,313,259,0,0.0
2026-05-24,13,228.27,37727,415,379,0,0.0
2026-05-25,13,235.8,38909,428,371,1,940.44
2026-05-26,13,336.88,55636,612,543,3,1463.51
2026-05-27,13,267.47,44181,486,418,1,785.02
2026-05-28,13,293.01,48363,532,475,1,1528.8
2026-05-29,13,215.95,35636,392,350,0,0.0
2026-05-30,13,246.68,40727,448,409,3,3457.36
2026-05-31,13,257.2,42454,467,410,1,345.98
2026-06-01,13,191.56,31636,348,297,1,325.96
2026-06-02,13,299.39,49454,544,494,0,0.0
2026-06-03,13,206.69,34090,375,352,1,298.18
2026-06-04,13,260.34,43000,473,411,1,665.68
2026-06-05,13,342.9,56636,623,568,2,598.5
2026-06-06,13,298.24,49272,542,474,0,0.0
2026-06-07,13,223.03,36818,405,332,4,3445.18
2026-06-08,13,221.02,36454,401,367,2,1027.52
2026-06-09,13,250.52,41363,455,392,0,0.0
2026-06-10,13,210.65,34818,383,355,2,1508.24
2026-06-11,13,188.61,31090,342,292,0,0.0
2026-06-12,13,262.3,43272,476,446,4,2775.0
2026-06-13,13,266.6,44000,484,407,0,0.0
2026-06-14,13,233.06,38454,423,364,3,1216.47
2026-06-15,13,238.77,39454,434,392,0,0.0
2026-06-16,13,199.81,33000,363,333,2,1416.42
2026-06-17,13,279.07,46090,507,445,1,580.16
2026-06-18,13,258.38,42636,469,399,2,1537.2
2026-06-19,13,282.23,46636,513,434,0,0.0
2026-06-20,13,334.13,55181,607,503,0,0.0
2026-06-21,13,200.81,33181,365,337,1,2167.97
2026-06-22,13,222.04,36636,403,369,1,688.36
2026-06-23,13,303.12,50090,551,463,0,0.0
2026-06-24,13,210.97,34818,383,314,0,0.0
2026-06-25,13,254.64,42000,462,416,2,1413.0
2026-06-26,13,265.62,43818,482,414,0,0.0
2026-06-27,13,235.17,38818,427,377,0,0.0
2026-06-28,13,321.98,53181,585,534,3,1309.56
2026-06-29,13,265.92,43909,483,429,0,0.0
2026-06-30,13,230.39,38000,418,372,1,1607.45
2026-07-01,13,280.36,46272,509,476,0,0.0
2026-07-02,13,246.32,40636,447,413,1,316.72
2026-07-03,13,345.99,57181,629,547,0,0.0
2026-07-04,13,269.14,44454,489,453,1,724.7
2026-07-05,13,163.31,26909,296,267,0,0.0
2026-07-06,13,255.23,42181,464,406,0,0.0
2026-07-07,13,288.84,47727,525,458,0,0.0
2026-07-08,13,286.72,47363,521,462,1,363.93
2026-07-09,13,244.52,40363,444,387,1,292.48
2026-07-10,13,218.96,36181,398,335,0,0.0
2026-07-11,13,158.29,26090,287,265,1,662.76
2026-07-12,13,285.17,47090,518,442,1,578.92
2026-07-13,13,359.98,59454,654,544,0,0.0
2026-07-14,13,159.96,26363,290,263,0,0.0
2026-07-15,13,238.93,39454,434,384,0,0.0
2026-07-16,13,299.12,49363,543,484,1,876.24
2026-07-17,13,344.09,56818,625,539,0,0.0
2026-07-18,13,250.01,41272,454,388,2,949.29
2026-07-19,13,244.49,40363,444,412,0,0.0
2026-07-20,13,245.25,40454,445,370,1,948.9
2026-07-21,13,307.14,50727,558,459,1,364.92
2026-07-22,13,223.53,36909,406,343,0,0.0
2026-07-23,13,313.79,51818,570,486,1,713.8
2026-07-24,13,259.75,42909,472,425,1,1499.85
2026-07-25,13,248.01,40909,450,410,0,0.0
2026-07-26,13,281.89,46545,512,461,1,374.0
2026-07-27,13,304.54,50272,553,476,0,0.0
2026-07-28,13,288.47,47636,524,452,0,0.0
2026-07-29,13,246.69,40727,448,417,0,0.0
2026-07-30,13,282.07,46545,512,424,0,0.0
2026-07-31,13,168.79,27818,306,254,0,0.0
2026-08-01,13,243.29,40181,442,370,1,1574.65
2026-08-02,13,271.66,44818,493,452,1,340.19
2026-08-03,13,308.78,51000,561,480,0,0.0
2026-08-04,13,240.91,39818,438,362,0,0.0
2026-08-05,13,217.17,35818,394,363,0,0.0
2026-08-06,13,229.07,37818,416,345,0,0.0
2026-08-07,13,251.85,41545,457,377,0,0.0
2026-08-08,13,257.44,42545,468,388,0,0.0
2026-08-09,13,288.08,47545,523,441,0,0.0
2026-08-10,13,216.2,35727,393,340,0,0.0
2026-08-11,13,248.37,41000,451,403,0,0.0
2026-08-12,13,285.78,47181,519,460,0,0.0
2026-08-13,13,221.09,36454,401,334,0,0.0
2026-08-14,13,277.71,45818,504,413,0,0.0
2026-08-15,13,224.59,37090,408,383,0,0.0
2026-08-16,13,175.13,28909,318,261,0,0.0
2026-05-25,14,167.61,2095,88,72,4,2874.24
2026-05-26,14,139.84,1738,73,60,4,3412.99
2026-05-27,14,201.49,2523,106,95,2,1651.83
2026-05-28,14,180.84,2261,95,80,5,5319.9
2026-05-29,14,190.53,2380,100,83,4,3781.24
2026-05-30,14,192.06,2404,101,88,1,653.38
2026-05-31,14,215.09,2690,113,101,5,2712.65
2026-06-01,14,208.35,2595,109,98,3,2013.57
2026-06-02,14,209.0,2619,110,92,4,2144.89
2026-06-03,14,222.28,2761,116,107,4,2923.15
2026-06-04,14,220.2,2738,115,97,5,2609.66
2026-06-05,14,190.24,2380,100,90,2,1111.26
2026-06-06,14,252.01,3142,132,120,0,0.0
2026-06-07,14,189.75,2357,99,91,4,3847.6
2026-06-08,14,189.93,2357,99,83,6,3827.8
2026-06-09,14,179.47,2238,94,79,3,2323.76
2026-06-10,14,173.06,2166,91,77,6,3824.39
2026-06-11,14,152.56,1904,80,73,2,3347.28
2026-06-12,14,174.05,2166,91,77,2,2254.55
2026-06-13,14,174.84,2190,92,83,2,1598.77
2026-06-14,14,205.14,2547,107,99,5,2698.72
2026-06-15,14,182.95,2285,96,88,4,1739.41
2026-06-16,14,216.48,2690,113,103,2,1207.28
2026-06-17,14,158.66,1976,83,77,5,2686.96
2026-06-18,14,171.34,2142,90,76,0,0.0
2026-06-19,14,260.54,3261,137,126,3,1899.2
2026-06-20,14,189.36,2357,99,85,2,2172.62
2026-06-21,14,180.64,2261,95,87,0,0.0
2026-06-22,14,211.61,2642,111,100,5,2225.65
2026-06-23,14,220.72,2761,116,97,0,0.0
2026-06-24,14,210.37,2619,110,92,3,3364.31
2026-06-25,14,230.21,2880,121,108,1,513.54
2026-06-26,14,175.12,2190,92,80,5,2988.05
2026-06-27,14,179.3,2238,94,78,2,687.19
2026-06-28,14,195.12,2428,102,84,5,1964.31
2026-06-29,14,168.9,2095,88,75,2,2223.0
2026-06-30,14,215.44,2690,113,102,3,1887.92
2026-07-01,14,163.62,2047,86,80,3,2559.57
2026-07-02,14,183.37,2285,96,89,0,0.0
2026-07-03,14,163.9,2047,86,71,2,683.95
2026-07-04,14,249.48,3119,131,118,2,2954.88
2026-07-05,14,173.34,2166,91,80,2,2493.16
2026-07-06,14,221.3,2761,116,103,0,0.0
2026-07-07,14,210.99,2642,111,104,1,668.6
2026-07-08,14,195.67,2428,102,84,1,295.76
2026-07-09,14,214.78,2690,113,94,0,0.0
2026-07-10,14,213.35,2666,112,103,3,2768.16
2026-07-11,14,218.68,2738,115,100,1,1485.32
2026-07-12,14,236.68,2952,124,109,0,0.0
2026-07-13,14,235.71,2952,124,115,0,0.0
2026-07-14,14,127.15,1571,66,54,2,1866.81
2026-07-15,14,192.94,2404,101,86,2,2744.32
2026-07-16,14,173.41,2166,91,85,0,0.0
2026-07-17,14,178.02,2214,93,77,0,0.0
2026-07-18,14,144.5,1809,76,68,3,1122.69
2026-07-19,14,166.53,2071,87,81,2,1829.65
2026-07-20,14,251.46,3142,132,120,2,1604.73
2026-07-21,14,213.28,2666,112,102,0,0.0
2026-07-22,14,171.48,2142,90,76,0,0.0
2026-07-23,14,223.4,2785,117,102,0,0.0
2026-07-24,14,238.19,2976,125,114,0,0.0
2026-07-25,14,128.64,1595,67,59,2,2220.14
2026-07-26,14,150.57,1880,79,69,2,1423.84
2026-07-27,14,172.45,2142,90,79,3,2917.33
2026-07-28,14,216.78,2714,114,104,2,1451.5
2026-07-29,14,247.41,3095,130,114,0,0.0
2026-07-30,14,222.05,2761,116,105,1,971.76
2026-07-31,14,176.74,2214,93,78,0,0.0
2026-08-01,14,188.9,2357,99,85,0,0.0
2026-08-02,14,195.8,2452,103,86,1,1456.4
2026-08-03,14,177.95,2214,93,85,0,0.0
2026-08-04,14,110.4,1380,58,50,0,0.0
2026-08-05,14,156.84,1952,82,69,1,788.78
2026-08-06,14,184.29,2285,96,79,0,0.0
2026-08-07,14,182.65,2285,96,81,0,0.0
2026-08-08,14,238.36,2976,125,104,1,888.63
2026-08-09,14,209.13,2619,110,92,0,0.0
